record_id,record_type,priority_label,task_id,source_task_id,target_task_id,onet_task_text,target_task_text,relation_type,dependency_strength,confidence,evidence_count,review_reason,DAE,OC,IC,SE,accept_or_reject,reason,prompt_change_needed,weight_change_needed,notes
dependency_T05_T02,task_dependency,medium,T05,T05,T02,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T03,task_dependency,medium,T05,T05,T03,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T04,task_dependency,medium,T05,T05,T04,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.","Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T06,task_dependency,medium,T05,T05,T06,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.","Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T07,task_dependency,medium,T05,T05,T07,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T08,task_dependency,medium,T05,T05,T08,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T10,task_dependency,medium,T05,T05,T10,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",Identify need for initial or supplemental project resources.,none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T12,task_dependency,medium,T05,T05,T12,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T13,task_dependency,medium,T05,T05,T13,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.","Prepare project status reports by collecting, analyzing, and summarizing information and trends.",none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T14,task_dependency,medium,T05,T05,T14,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.","Identify, review, or select vendors or consultants to meet project needs.",informs,2,0.74,2,low_confidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T15,task_dependency,medium,T05,T05,T15,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T18,task_dependency,medium,T05,T05,T18,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.","Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T19,task_dependency,medium,T05,T05,T19,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T20,task_dependency,medium,T05,T05,T20,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.","Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T05_T21,task_dependency,medium,T05,T05,T21,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",Negotiate with project stakeholders or suppliers to obtain resources or materials.,none,0,0.68,0,low_confidence|thin_evidence,60.0,75.0,20.65,12.39,,,,,
dependency_T06_T02,task_dependency,medium,T06,T06,T02,"Initiate, review, or approve modifications to project plans.",Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T03,task_dependency,medium,T06,T06,T03,"Initiate, review, or approve modifications to project plans.",Monitor or track project milestones and deliverables.,changes,2,0.8,1,thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T04,task_dependency,medium,T06,T06,T04,"Initiate, review, or approve modifications to project plans.","Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T05,task_dependency,medium,T06,T06,T05,"Initiate, review, or approve modifications to project plans.","Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T07,task_dependency,medium,T06,T06,T07,"Initiate, review, or approve modifications to project plans.",Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T08,task_dependency,medium,T06,T06,T08,"Initiate, review, or approve modifications to project plans.",Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T09,task_dependency,medium,T06,T06,T09,"Initiate, review, or approve modifications to project plans.",Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T10,task_dependency,medium,T06,T06,T10,"Initiate, review, or approve modifications to project plans.",Identify need for initial or supplemental project resources.,none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T12,task_dependency,medium,T06,T06,T12,"Initiate, review, or approve modifications to project plans.",Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T13,task_dependency,medium,T06,T06,T13,"Initiate, review, or approve modifications to project plans.","Prepare project status reports by collecting, analyzing, and summarizing information and trends.",none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T14,task_dependency,medium,T06,T06,T14,"Initiate, review, or approve modifications to project plans.","Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T15,task_dependency,medium,T06,T06,T15,"Initiate, review, or approve modifications to project plans.",Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T16,task_dependency,medium,T06,T06,T16,"Initiate, review, or approve modifications to project plans.",Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T17,task_dependency,medium,T06,T06,T17,"Initiate, review, or approve modifications to project plans.",Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T18,task_dependency,medium,T06,T06,T18,"Initiate, review, or approve modifications to project plans.","Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T19,task_dependency,medium,T06,T06,T19,"Initiate, review, or approve modifications to project plans.",Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T20,task_dependency,medium,T06,T06,T20,"Initiate, review, or approve modifications to project plans.","Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T06_T21,task_dependency,medium,T06,T06,T21,"Initiate, review, or approve modifications to project plans.",Negotiate with project stakeholders or suppliers to obtain resources or materials.,none,0,0.68,0,low_confidence|thin_evidence,70.0,93.75,54.78,38.35,,,,,
dependency_T07_T01,task_dependency,medium,T07,T07,T01,Schedule and facilitate meetings related to information technology projects.,"Manage project execution to ensure adherence to budget, schedule, and scope.",none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T02,task_dependency,medium,T07,T07,T02,Schedule and facilitate meetings related to information technology projects.,Confer with project personnel to identify and resolve problems.,enables,2,0.75,1,thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T03,task_dependency,medium,T07,T07,T03,Schedule and facilitate meetings related to information technology projects.,Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T04,task_dependency,medium,T07,T07,T04,Schedule and facilitate meetings related to information technology projects.,"Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T05,task_dependency,medium,T07,T07,T05,Schedule and facilitate meetings related to information technology projects.,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T06,task_dependency,medium,T07,T07,T06,Schedule and facilitate meetings related to information technology projects.,"Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T08,task_dependency,medium,T07,T07,T08,Schedule and facilitate meetings related to information technology projects.,Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T09,task_dependency,medium,T07,T07,T09,Schedule and facilitate meetings related to information technology projects.,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T10,task_dependency,medium,T07,T07,T10,Schedule and facilitate meetings related to information technology projects.,Identify need for initial or supplemental project resources.,none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T11,task_dependency,medium,T07,T07,T11,Schedule and facilitate meetings related to information technology projects.,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T12,task_dependency,medium,T07,T07,T12,Schedule and facilitate meetings related to information technology projects.,Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T13,task_dependency,medium,T07,T07,T13,Schedule and facilitate meetings related to information technology projects.,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",enables,2,0.73,1,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T14,task_dependency,medium,T07,T07,T14,Schedule and facilitate meetings related to information technology projects.,"Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T15,task_dependency,medium,T07,T07,T15,Schedule and facilitate meetings related to information technology projects.,Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T16,task_dependency,medium,T07,T07,T16,Schedule and facilitate meetings related to information technology projects.,Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T17,task_dependency,medium,T07,T07,T17,Schedule and facilitate meetings related to information technology projects.,Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T18,task_dependency,medium,T07,T07,T18,Schedule and facilitate meetings related to information technology projects.,"Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T19,task_dependency,medium,T07,T07,T19,Schedule and facilitate meetings related to information technology projects.,Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T20,task_dependency,medium,T07,T07,T20,Schedule and facilitate meetings related to information technology projects.,"Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T07_T21,task_dependency,medium,T07,T07,T21,Schedule and facilitate meetings related to information technology projects.,Negotiate with project stakeholders or suppliers to obtain resources or materials.,none,0,0.68,0,low_confidence|thin_evidence,60.0,43.75,13.2,7.92,,,,,
dependency_T08_T02,task_dependency,medium,T08,T08,T02,Direct or coordinate activities of project personnel.,Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T03,task_dependency,medium,T08,T08,T03,Direct or coordinate activities of project personnel.,Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T04,task_dependency,medium,T08,T08,T04,Direct or coordinate activities of project personnel.,"Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T05,task_dependency,medium,T08,T08,T05,Direct or coordinate activities of project personnel.,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T06,task_dependency,medium,T08,T08,T06,Direct or coordinate activities of project personnel.,"Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T07,task_dependency,medium,T08,T08,T07,Direct or coordinate activities of project personnel.,Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T09,task_dependency,medium,T08,T08,T09,Direct or coordinate activities of project personnel.,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T10,task_dependency,medium,T08,T08,T10,Direct or coordinate activities of project personnel.,Identify need for initial or supplemental project resources.,none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T11,task_dependency,medium,T08,T08,T11,Direct or coordinate activities of project personnel.,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T12,task_dependency,medium,T08,T08,T12,Direct or coordinate activities of project personnel.,Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T13,task_dependency,medium,T08,T08,T13,Direct or coordinate activities of project personnel.,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T14,task_dependency,medium,T08,T08,T14,Direct or coordinate activities of project personnel.,"Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T15,task_dependency,medium,T08,T08,T15,Direct or coordinate activities of project personnel.,Develop and manage annual budgets for information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T16,task_dependency,medium,T08,T08,T16,Direct or coordinate activities of project personnel.,Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T17,task_dependency,medium,T08,T08,T17,Direct or coordinate activities of project personnel.,Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T19,task_dependency,medium,T08,T08,T19,Direct or coordinate activities of project personnel.,Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T20,task_dependency,medium,T08,T08,T20,Direct or coordinate activities of project personnel.,"Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T08_T21,task_dependency,medium,T08,T08,T21,Direct or coordinate activities of project personnel.,Negotiate with project stakeholders or suppliers to obtain resources or materials.,none,0,0.68,0,low_confidence|thin_evidence,60.0,87.5,22.32,13.39,,,,,
dependency_T09_T01,task_dependency,medium,T09,T09,T01,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,"Manage project execution to ensure adherence to budget, schedule, and scope.",none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T02,task_dependency,medium,T09,T09,T02,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T03,task_dependency,medium,T09,T09,T03,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T04,task_dependency,medium,T09,T09,T04,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,"Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T05,task_dependency,medium,T09,T09,T05,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T06,task_dependency,medium,T09,T09,T06,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,"Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T07,task_dependency,medium,T09,T09,T07,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T08,task_dependency,medium,T09,T09,T08,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T12,task_dependency,medium,T09,T09,T12,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T13,task_dependency,medium,T09,T09,T13,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T14,task_dependency,medium,T09,T09,T14,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,"Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T16,task_dependency,medium,T09,T09,T16,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T17,task_dependency,medium,T09,T09,T17,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T18,task_dependency,medium,T09,T09,T18,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,"Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T19,task_dependency,medium,T09,T09,T19,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,Coordinate recruitment or selection of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T20,task_dependency,medium,T09,T09,T20,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,"Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,80.0,75.0,19.34,15.47,,,,,
dependency_T09_T21,task_dependency,medium,T09,T09,T21,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,Negotiate with project stakeholders or suppliers to obtain resources or materials.,informs,2,0.72,2,low_confidence,80.0,75.0,19.34,15.47,,,,,
dependency_T10_T01,task_dependency,medium,T10,T10,T01,Identify need for initial or supplemental project resources.,"Manage project execution to ensure adherence to budget, schedule, and scope.",none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T02,task_dependency,medium,T10,T10,T02,Identify need for initial or supplemental project resources.,Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T03,task_dependency,medium,T10,T10,T03,Identify need for initial or supplemental project resources.,Monitor or track project milestones and deliverables.,none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T04,task_dependency,medium,T10,T10,T04,Identify need for initial or supplemental project resources.,"Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T05,task_dependency,medium,T10,T10,T05,Identify need for initial or supplemental project resources.,"Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T06,task_dependency,medium,T10,T10,T06,Identify need for initial or supplemental project resources.,"Initiate, review, or approve modifications to project plans.",none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T07,task_dependency,medium,T10,T10,T07,Identify need for initial or supplemental project resources.,Schedule and facilitate meetings related to information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T08,task_dependency,medium,T10,T10,T08,Identify need for initial or supplemental project resources.,Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T09,task_dependency,medium,T10,T10,T09,Identify need for initial or supplemental project resources.,Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T11,task_dependency,medium,T10,T10,T11,Identify need for initial or supplemental project resources.,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T12,task_dependency,medium,T10,T10,T12,Identify need for initial or supplemental project resources.,Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T13,task_dependency,medium,T10,T10,T13,Identify need for initial or supplemental project resources.,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T16,task_dependency,medium,T10,T10,T16,Identify need for initial or supplemental project resources.,Establish and execute a project communication plan.,none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T17,task_dependency,medium,T10,T10,T17,Identify need for initial or supplemental project resources.,Develop and manage work breakdown structure (WBS) of information technology projects.,none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T18,task_dependency,medium,T10,T10,T18,Identify need for initial or supplemental project resources.,"Monitor the performance of project team members, providing and documenting performance feedback.",none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T20,task_dependency,medium,T10,T10,T20,Identify need for initial or supplemental project resources.,"Assign duties, responsibilities, and spans of authority to project personnel.",none,0,0.68,0,low_confidence|thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T10_T21,task_dependency,medium,T10,T10,T21,Identify need for initial or supplemental project resources.,Negotiate with project stakeholders or suppliers to obtain resources or materials.,informs,2,0.79,1,thin_evidence,65.0,62.5,31.12,20.23,,,,,
dependency_T11_T02,task_dependency,medium,T11,T11,T02,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",Confer with project personnel to identify and resolve problems.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
dependency_T11_T04,task_dependency,medium,T11,T11,T04,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.","Submit project deliverables, ensuring adherence to quality standards.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
dependency_T11_T05,task_dependency,medium,T11,T11,T05,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.","Assess current or future customer needs and priorities by communicating directly with customers, conducting surveys, or other methods.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
dependency_T11_T08,task_dependency,medium,T11,T11,T08,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",Direct or coordinate activities of project personnel.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
dependency_T11_T09,task_dependency,medium,T11,T11,T09,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",Develop implementation plans that include analyses such as cost-benefit or return on investment (ROI).,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
dependency_T11_T10,task_dependency,medium,T11,T11,T10,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",Identify need for initial or supplemental project resources.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
dependency_T11_T12,task_dependency,medium,T11,T11,T12,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",Perform risk assessments to develop response strategies.,none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
dependency_T11_T13,task_dependency,medium,T11,T11,T13,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.","Prepare project status reports by collecting, analyzing, and summarizing information and trends.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
dependency_T11_T14,task_dependency,medium,T11,T11,T14,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.","Identify, review, or select vendors or consultants to meet project needs.",none,0,0.68,0,low_confidence|thin_evidence,80.0,81.25,60.92,48.74,,,,,
